Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10-03-2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"The company Pressler & Pressler has been contacting me almost every day, in some instances after XXXX at night. I received notices in the mail that I would be arrested if I did not pay the debt. One time- and only one time did I actually take the call. The gentleman on the other end tried to strong arm me- demand me to pay online, was very rude, and the phonemail ended when it was getting nowhere. Since then- they call and call, and now they sent me a notice that they are suing me for amount due - {$1800.00}.",Company believes it acted appropriately as authorized by contract or law,"Pressler & Pressler, LLP",NJ,082XX,,Consent provided,Web,10-03-2016,Closed with explanation,Yes,No,2143462
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",TX,75038,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469075
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,EXPERIAN DELAWARE GP,MI,482XX,,,Web,04/25/2017,In progress,Yes,N/A,2465510
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,NY,11020,,Consent not provided,Web,04/25/2017,Closed with explanation,Yes,N/A,2464445
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,MD,212XX,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469384
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,EXPERIAN DELAWARE GP,CA,93225,,,Web,04/24/2017,In progress,Yes,N/A,2465035
04/26/2017,Debt collection,Payday loan debt,False statements or representation,"Impersonated attorney, law enforcement, or government official",,,Advanced Professional Group,VA,223XX,Servicemember,,Web,04/26/2017,Closed with monetary relief,Yes,N/A,2467260
05-02-2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,ALLY FINANCIAL INC.,TN,37923,,,Web,05-04-2017,In progress,Yes,N/A,2471848
04/25/2017,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,CA,940XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465491
04/26/2017,Mortgage,Conventional home mortgage,Closing on a mortgage,,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",CA,952XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467373
04/26/2017,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,GA,31408,,N/A,Referral,04/28/2017,Closed with explanation,Yes,N/A,2467871
04/24/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,,,BTH Management,CA,90805,,,Web,04/24/2017,In progress,Yes,N/A,2465060
05-03-2017,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,Company believes it acted appropriately as authorized by contract or law,"GLA Collection Company, Inc.",OH,444XX,,,Web,05-03-2017,Closed with explanation,Yes,N/A,2473512
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,NY,11772,,,Web,04/25/2017,In progress,Yes,N/A,2465976
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Personal information incorrect,,,"EQUIFAX, INC.",MI,482XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466353
04/25/2017,Debt collection,Auto debt,Communication tactics,Frequent or repeated calls,,,"CONSUMER PORTFOLIO SERVICES, INC.",MD,21742,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465340
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,MI,48390,,Consent not provided,Web,04/27/2017,Closed with explanation,Yes,N/A,2469215
12/19/2012,Bank account or service,Checking account,Deposits and withdrawals,,,,SYNCHRONY BANK,MI,48223,,N/A,Referral,12/27/2012,Closed with explanation,Yes,No,214007
03/28/2017,Bank account or service,Checking account,Problems caused by my funds being low,,,,FIRST NATIONAL BANK OF PENNSYLVANIA,PA,151XX,,,Web,03/28/2017,Closed with monetary relief,Yes,No,2407966
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,Problem with a company's investigation into an existing issue,Their investigation did not fix an error on your report,,,"Checkr, Inc",NV,891XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466032
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,NY,10451,,,Web,04/27/2017,In progress,Yes,N/A,2468315
04/18/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",IL,60402,,N/A,Referral,04/19/2017,Closed with explanation,Yes,No,2439729
04/26/2017,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,,Company disputes the facts presented in the complaint,Automotive Credit Corporation,MD,212XX,,Other,Web,04/26/2017,Closed with non-monetary relief,Yes,N/A,2468074
04/28/2017,Checking or savings account,Checking account,Opening an account,Unable to open an account,,,"EARLY WARNING SERVICES, LLC",FL,32810,,,Web,04/28/2017,Closed with explanation,Yes,N/A,2469507
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,TX,781XX,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2466590
05-02-2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"First Investors Financial Services Group, Inc.",MI,48198,,Consent not provided,Web,05-03-2017,Closed with explanation,Yes,N/A,2472803
04/29/2017,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was paid,,,North American Credit Services,OH,43068,,,Web,05-01-2017,Closed with explanation,Yes,N/A,2470510
04/25/2017,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,,"EOS Holdings, Inc.",SC,290XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465995
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the,,,EXPERIAN DELAWARE GP,NM,87114,,,Web,04/25/2017,In progress,Yes,N/A,2465403
04/27/2017,Debt collection,Medical debt,Attempts to collect debt not owed,Debt is not yours,,,"Credit Systems International, Inc.",TX,78217,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469153
04/25/2017,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,SC,29708,,Consent not provided,Web,04/25/2017,Closed with explanation,Yes,N/A,2466362
05-02-2017,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,ALLY FINANCIAL INC.,ME,041XX,Older American,,Web,05-02-2017,In progress,Yes,N/A,2472653
04/29/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"Sonnenschein Financial Services, Inc.",WI,545XX,Older American,,Web,04/29/2017,Closed with explanation,Yes,N/A,2470624
04/26/2017,Checking or savings account,Checking account,Managing an account,Banking errors,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,330XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2468130
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",TX,79407,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467530
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,780XX,,,Web,04/24/2017,In progress,Yes,N/A,2464531
04/28/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"Fidelity National Information Services, Inc. (FNIS)",TX,781XX,Servicemember,,Web,04/28/2017,Closed with explanation,Yes,N/A,2469910
10-12-2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,CAPITAL ONE FINANCIAL CORPORATION,GA,30078,,N/A,Web,10/15/2013,Closed with non-monetary relief,Yes,No,558287
03-05-2017,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,"Navient Solutions, LLC.",CA,91387,,Consent not provided,Web,03-05-2017,Closed with explanation,Yes,No,2372310
02/21/2013,Bank account or service,Cashing a check without an account,"Making/receiving payments, sending money",,,,JPMORGAN CHASE & CO.,MS,39180,,N/A,Referral,02/25/2013,Closed with explanation,Yes,No,325790
03/24/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,NATIONSTAR MORTGAGE,PA,156XX,,Other,Web,03/24/2017,Closed with explanation,Yes,No,2403577
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,,"Diversified Consultants, Inc.",GA,303XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467445
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,,,EXPERIAN DELAWARE GP,TX,76039,,,Web,04/25/2017,In progress,Yes,N/A,2464683
04/20/2017,Payday loan,,Can't contact lender,,,Company believes it acted appropriately as authorized by contract or law,Zenith Financial Network Inc,TN,37415,,Consent not provided,Web,04/21/2017,Closed with explanation,Yes,No,2445601
05-02-2017,Debt collection,I do not know,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,,,"ONEMAIN FINANCIAL HOLDINGS, LLC.",CO,810XX,Servicemember,,Web,05-03-2017,In progress,Yes,N/A,2472240
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,EXPERIAN DELAWARE GP,FL,321XX,,,Web,04/26/2017,In progress,Yes,N/A,2466701
04/19/2017,Student loan,Non-federal student loan,Can't repay my loan,Can't temporarily postpone payments,,,AES/PHEAA,CO,80128,,N/A,Referral,04/21/2017,Closed with explanation,Yes,No,2443349
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,CO,80123,Servicemember,Consent not provided,Web,04/25/2017,Closed with non-monetary relief,Yes,N/A,2465188
04/18/2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,"Navient Solutions, LLC.",NJ,8620,,,Web,04/19/2017,Closed with explanation,Yes,No,2439676
03/31/2017,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,OH,43512,,,Web,03/31/2017,Closed with explanation,Yes,No,2410985
04/25/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,,,Rent Recovery Solutions,IN,46228,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466426
04/24/2017,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,,,"Financial Credit Service, Inc.",CA,950XX,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2464866
04/25/2017,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",IA,50109,,Consent not provided,Web,04/25/2017,Closed with explanation,Yes,N/A,2465397
04/26/2017,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,,,SANTANDER CONSUMER USA HOLDINGS INC.,NJ,071XX,,,Web,04/26/2017,Closed with non-monetary relief,Yes,N/A,2467502
04/24/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,,Company believes the complaint is the result of a misunderstanding,"Hunter Warfield, Inc.",KY,402XX,,,Web,04/24/2017,Closed with non-monetary relief,Yes,N/A,2464597
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,EXPERIAN DELAWARE GP,TN,38119,,,Web,04/27/2017,In progress,Yes,N/A,2468302
04/27/2017,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,,,"Navient Solutions, LLC.",TX,76177,Servicemember,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469590
08-12-2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,,,"Advance America, Cash Advance Centers, Inc.",CA,94558,,N/A,Phone,08-12-2016,Closed with explanation,Yes,No,2060558
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"SELECT PORTFOLIO SERVICING, INC.",CA,935XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2442624
04/20/2017,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CA,913XX,Older American,,Web,04/20/2017,Closed with explanation,Yes,No,2445559
04/24/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,,,ERC,OH,45688,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2464605
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",MO,631XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2465082
02-08-2017,Bank account or service,Checking account,"Account opening, closing, or management",,"My mother passed away. She had a checking account/business account for her class reunion expenditures. She is the only person listed on the account. I have submitted a death certificate, copy of the will to prove that I am executrix of her estate, and all requested documentation. I was allowed to close all accounts at Wells Fargo except for this XXXX account. Five years later, Wells Fargo has still denied me the right to close this account. I provided the documentation for the third time in five years and the account remains open. They mail me a statement every month. This is torture to know that I can not close the account and stop the mail that is addressed to my mother. I am disappointed in the number of times that I have submitted information to the bank to have them respond with the "" account is under review ''. She had been dead for five years. She will forever be the only name on this account. I am eager for a resolution to this issue and for the statements to stop.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",AL,351XX,,Consent provided,Web,02-08-2017,Closed with explanation,No,No,2333497
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,"EQUIFAX, INC.",MO,63136,,,Web,04/25/2017,In progress,Yes,N/A,2466337
04/27/2017,Mortgage,Other type of mortgage,Struggling to pay mortgage,,,,OCWEN LOAN SERVICING LLC,CA,936XX,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469014
04/28/2017,Debt collection,Other debt,Written notification about debt,Didn't receive notice of right to dispute,,Company believes it acted appropriately as authorized by contract or law,"Carter-Young, Inc.",CA,93710,,Consent not provided,Web,04/28/2017,Closed with explanation,Yes,N/A,2469412
05-02-2017,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,,"BAYVIEW LOAN SERVICING, LLC",MD,20901,,,Web,05-03-2017,In progress,Yes,N/A,2471795
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,EXPERIAN DELAWARE GP,MO,63136,,,Web,04/25/2017,In progress,Yes,N/A,2466339
04/30/2017,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,,,"Financial Credit Service, Inc.",FL,33015,Older American,,Web,04/30/2017,Closed with explanation,Yes,N/A,2471074
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,EXPERIAN DELAWARE GP,IL,604XX,,,Web,04/27/2017,In progress,Yes,N/A,2469299
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SECURITY FINANCE CORP,TN,381XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467571
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",TX,75707,Servicemember,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467547
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,EXPERIAN DELAWARE GP,TX,780XX,,,Web,04/25/2017,In progress,Yes,N/A,2464539
04/30/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,,Ad Astra Recovery Services Inc,IA,503XX,,,Web,05-02-2017,Closed with explanation,Yes,N/A,2471040
04/25/2017,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,,KEYCORP,WA,98366,,N/A,Referral,04/27/2017,Closed with non-monetary relief,Yes,N/A,2467926
04/25/2017,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Charged too much interest,,Company believes the complaint is the result of a misunderstanding,Atlanticus Services Corporation,IL,60124,,Consent not provided,Web,04/25/2017,Closed with explanation,Yes,N/A,2466587
04/27/2017,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,,,"Navient Solutions, LLC.",NJ,8753,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469586
04/25/2017,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Unable to receive car title or other problem after the loan is paid off,,,AMERICAN HONDA FINANCE CORP,CA,92620,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465807
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,TX,75038,,Consent not provided,Web,04/27/2017,Closed with non-monetary relief,Yes,N/A,2468566
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,,,EXPERIAN DELAWARE GP,TX,77656,,N/A,Phone,04/27/2017,In progress,Yes,N/A,2468035
04/25/2017,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Seterus, Inc.",FL,336XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466060
01-06-2012,Credit card,,Unsolicited issuance of credit card,,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",GA,30815,Older American,N/A,Web,01-06-2012,Closed without relief,Yes,No,10647
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",MD,212XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467579
09/14/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,EXPERIAN DELAWARE GP,NY,11368,,N/A,Web,09/17/2013,Closed with non-monetary relief,Yes,No,526318
04/20/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,Company believes it acted appropriately as authorized by contract or law,"M.A.R.S., Inc.",OK,74012,,Consent not provided,Web,04/21/2017,Closed with explanation,Yes,No,2445790
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,AL,368XX,,,Web,04/27/2017,In progress,Yes,N/A,2466059
04/30/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",MI,483XX,,,Web,04/30/2017,Closed with explanation,Yes,N/A,2471072
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",TX,77449,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466416
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,IN,46939,,,Web,04/25/2017,In progress,Yes,N/A,2465523
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,EXPERIAN DELAWARE GP,TX,77803,,N/A,Phone,04/26/2017,In progress,Yes,N/A,2467117
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"Fidelity National Information Services, Inc. (FNIS)",GA,303XX,Servicemember,,Web,04/24/2017,Closed with explanation,Yes,N/A,2465272
04/27/2017,Debt collection,Payday loan debt,False statements or representation,Attempted to collect wrong amount,,,Ad Astra Recovery Services Inc,TX,78754,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469760
04/25/2017,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Media Collections, Inc",CA,94903,,Consent not provided,Web,04/25/2017,Closed with non-monetary relief,Yes,N/A,2466670
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",PA,189XX,,,Web,04/24/2017,Closed with non-monetary relief,Yes,N/A,2464373
04/24/2017,Mortgage,Conventional home mortgage,Trouble during payment process,,,,"QUICKEN LOANS, INC.",CA,940XX,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2465252
03/22/2017,Credit reporting,,Incorrect information on credit report,Account terms,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,GA,30062,,Consent not provided,Web,03/22/2017,Closed with non-monetary relief,Yes,No,2400194
04/26/2017,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,,,AMERICAN EXPRESS CENTURION BANK,VA,23221,,,Web,04/26/2017,Closed with monetary relief,Yes,N/A,2467578
04/24/2017,Vehicle loan or lease,Loan,Struggling to pay your loan,Denied request to lower payments,,,"GENERAL MOTORS FINANCIAL COMPANY, INC.",AZ,850XX,,,Web,05-01-2017,Closed with non-monetary relief,Yes,N/A,2465218
04/20/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,,CAPITAL ONE FINANCIAL CORPORATION,MA,2148,,N/A,Referral,04/21/2017,Closed with explanation,Yes,No,2444868
04/25/2017,"Payday loan, title loan, or personal loan",Personal line of credit,Getting a line of credit,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SC,29201,,N/A,Postal mail,04/26/2017,Closed with non-monetary relief,Yes,N/A,2465899
04/26/2017,Debt collection,Medical debt,Attempts to collect debt not owed,Debt is not yours,,Company believes it acted appropriately as authorized by contract or law,Financial Business and Consumer Solutions.,IL,600XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467090
04/25/2017,Mortgage,VA mortgage,Struggling to pay mortgage,,,,"GATEWAY MORTGAGE GROUP, LLC",AL,356XX,Servicemember,,Web,04/25/2017,Closed with non-monetary relief,Yes,N/A,2465519
03-03-2016,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,I received a phone call from my HR department on XXXX/XXXX/XXXX at XXXX XXXX stating that Cash Central had called them and was looking for me and that they should n't be calling me at work for personal reasons and need to call my cell phone or home number only. They still call my work number and references on my account that I do n't even speak to or deal with. The refernces they have on file are from XXXX.,,"COMMUNITY CHOICE FINANCIAL, INC.",CA,925XX,,Consent provided,Web,03-03-2016,Closed with explanation,Yes,No,1814579
05-04-2017,Debt collection,Payday loan debt,Attempts to collect debt not owed,Debt was paid,,,Ad Astra Recovery Services Inc,CA,945XX,,,Web,05-04-2017,Closed with explanation,Yes,N/A,2475243
05-02-2017,Credit card or prepaid card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,,,AMERICAN EXPRESS CENTURION BANK,DE,19702,,,Web,05-02-2017,Closed with explanation,Yes,N/A,2472737
04/21/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,PORTFOLIO RECOVERY ASSOCIATES INC,NY,110XX,,,Web,04/21/2017,Closed with non-monetary relief,Yes,No,2447564
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,TX,750XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2464618
03/27/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",FL,34606,,N/A,Postal mail,03/27/2013,Closed with explanation,Yes,Yes,366746
04/30/2017,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,,AMERICAN EXPRESS CENTURION BANK,GA,300XX,,,Web,04/30/2017,Closed with explanation,Yes,N/A,2471186
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",RI,028XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2468085
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",SC,291XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465945
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,WI,53172,,N/A,Postal mail,04/27/2017,Closed with non-monetary relief,Yes,N/A,2465672
04/24/2017,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,,Company can't verify or dispute the facts in the complaint,United Revenue Corporation,TX,752XX,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2464496
04/24/2017,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,,AMERICAN EXPRESS CENTURION BANK,MN,553XX,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2465098
04/25/2017,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,,,JPMORGAN CHASE & CO.,TN,373XX,,,Web,04/25/2017,Closed with non-monetary relief,Yes,N/A,2465528
